workerId,ID,pairID,count,event,eventCat,construction,sentence
A1JXSNKXAXT9OU,24,2,1.0,lecturing,DC,TRA,
A1JXSNKXAXT9OU,68,76,1.0,filler,filler,filler,
A1JXSNKXAXT9OU,12,5,1.0,cuddling,PC,TRA,
A1JXSNKXAXT9OU,74,82,20.0,filler,filler,filler,
A1JXSNKXAXT9OU,62,70,1.0,filler,filler,filler,
A1JXSNKXAXT9OU,77,85,10.0,filler,filler,filler,
A1JXSNKXAXT9OU,63,71,1.0,filler,filler,filler,
A1JXSNKXAXT9OU,39,3,1.0,assuring,DM,INT,
A1JXSNKXAXT9OU,19,1,1.0,scolding,DC,INT,
A1JXSNKXAXT9OU,53,61,1.0,filler,filler,filler,
A1JXSNKXAXT9OU,29,5,1.0,presenting,DC,INT,
A1JXSNKXAXT9OU,79,87,1.0,filler,filler,filler,
A1JXSNKXAXT9OU,55,63,1.0,filler,filler,filler,
A1JXSNKXAXT9OU,71,79,1.0,filler,filler,filler,
A1JXSNKXAXT9OU,64,72,1.0,filler,filler,filler,
A1JXSNKXAXT9OU,75,83,1.0,filler,filler,filler,
A1JXSNKXAXT9OU,78,86,1.0,filler,filler,filler,
A1JXSNKXAXT9OU,32,6,1.0,addressing,DC,TRA,
A1JXSNKXAXT9OU,38,2,1.0,assisting,DM,TRA,
A1JXSNKXAXT9OU,61,69,1.0,filler,filler,filler,
A1JXSNKXAXT9OU,16,7,1.0,shaking,PC,TRA,
A1JXSNKXAXT9OU,54,62,1.0,filler,filler,filler,
A1JXSNKXAXT9OU,57,65,1.0,filler,filler,filler,
A1JXSNKXAXT9OU,3,2,4.0,kicking,PC,INT,
A1JXSNKXAXT9OU,28,4,1.0,speaking,DC,TRA,
A1JXSNKXAXT9OU,73,81,1.0,filler,filler,filler,
A1JXSNKXAXT9OU,59,67,1.0,filler,filler,filler,
A1JXSNKXAXT9OU,2,1,1.0,kissing,PC,TRA,
A1JXSNKXAXT9OU,9,4,1.0,embracing,PC,INT,
A1JXSNKXAXT9OU,72,80,3.0,filler,filler,filler,
A1JXSNKXAXT9OU,6,3,1.0,hugging,PC,TRA,
A1JXSNKXAXT9OU,76,84,1.0,filler,filler,filler,
A1JXSNKXAXT9OU,56,64,1.0,filler,filler,filler,
A1JXSNKXAXT9OU,66,74,1.0,filler,filler,filler,
A1JXSNKXAXT9OU,35,1,1.0,advising,DM,INT,
A1JXSNKXAXT9OU,70,78,1.0,filler,filler,filler,
A1JXSNKXAXT9OU,60,68,1.0,filler,filler,filler,
A1JXSNKXAXT9OU,25,3,1.0,talking,DC,INT,
A1JXSNKXAXT9OU,42,4,1.0,encouraging,DM,TRA,
A1JXSNKXAXT9OU,21,7,1.0,thanking,DM,INT,
A1JXSNKXAXT9OU,13,6,25.0,poking,PC,INT,
A1JXSNKXAXT9OU,65,73,100.0,filler,filler,filler,
A1JXSNKXAXT9OU,47,5,1.0,recognizing,DM,INT,
A1JXSNKXAXT9OU,67,75,1.0,filler,filler,filler,
A1JXSNKXAXT9OU,69,77,1.0,filler,filler,filler,
AK3H5QRAROFGP,50,6,1.0,supporting,DM,TRA,
AK3H5QRAROFGP,58,66,1.0,filler,filler,filler,
AK3H5QRAROFGP,24,2,1.0,lecturing,DC,TRA,
AK3H5QRAROFGP,68,76,1.0,filler,filler,filler,
AK3H5QRAROFGP,12,5,1.0,cuddling,PC,TRA,
AK3H5QRAROFGP,74,82,1.0,filler,filler,filler,
AK3H5QRAROFGP,62,70,2.0,filler,filler,filler,
AK3H5QRAROFGP,77,85,10.0,filler,filler,filler,
AK3H5QRAROFGP,63,71,1.0,filler,filler,filler,
AK3H5QRAROFGP,39,3,2.0,assuring,DM,INT,
AK3H5QRAROFGP,19,1,2.0,scolding,DC,INT,
AK3H5QRAROFGP,53,61,2.0,filler,filler,filler,
AK3H5QRAROFGP,29,5,2.0,presenting,DC,INT,
AK3H5QRAROFGP,79,87,2.0,filler,filler,filler,
AK3H5QRAROFGP,55,63,2.0,filler,filler,filler,
AK3H5QRAROFGP,71,79,2.0,filler,filler,filler,
AK3H5QRAROFGP,64,72,1.0,filler,filler,filler,
AK3H5QRAROFGP,75,83,2.0,filler,filler,filler,
AK3H5QRAROFGP,78,86,2.0,filler,filler,filler,
AK3H5QRAROFGP,32,6,2.0,addressing,DC,TRA,
AK3H5QRAROFGP,38,2,1.0,assisting,DM,TRA,
AK3H5QRAROFGP,61,69,2.0,filler,filler,filler,
AK3H5QRAROFGP,16,7,1.0,shaking,PC,TRA,
AK3H5QRAROFGP,54,62,1.0,filler,filler,filler,
AK3H5QRAROFGP,57,65,2.0,filler,filler,filler,
AK3H5QRAROFGP,3,2,4.0,kicking,PC,INT,
AK3H5QRAROFGP,28,4,1.0,speaking,DC,TRA,
AK3H5QRAROFGP,73,81,3.0,filler,filler,filler,
AK3H5QRAROFGP,59,67,3.0,filler,filler,filler,
AK3H5QRAROFGP,2,1,2.0,kissing,PC,TRA,
AK3H5QRAROFGP,9,4,2.0,embracing,PC,INT,
AK3H5QRAROFGP,72,80,4.0,filler,filler,filler,
AK3H5QRAROFGP,6,3,2.0,hugging,PC,TRA,
AK3H5QRAROFGP,76,84,3.0,filler,filler,filler,
AK3H5QRAROFGP,56,64,1.0,filler,filler,filler,
AK3H5QRAROFGP,66,74,2.0,filler,filler,filler,
AK3H5QRAROFGP,35,1,2.0,advising,DM,INT,
AK3H5QRAROFGP,70,78,2.0,filler,filler,filler,
AK3H5QRAROFGP,60,68,1.0,filler,filler,filler,
AK3H5QRAROFGP,25,3,2.0,talking,DC,INT,
AK3H5QRAROFGP,42,4,2.0,encouraging,DM,TRA,
AK3H5QRAROFGP,21,7,3.0,thanking,DM,INT,
AK3H5QRAROFGP,13,6,3.0,poking,PC,INT,
AK3H5QRAROFGP,65,73,2.0,filler,filler,filler,
AK3H5QRAROFGP,47,5,3.0,recognizing,DM,INT,
AK3H5QRAROFGP,67,75,3.0,filler,filler,filler,
AK3H5QRAROFGP,69,77,2.0,filler,filler,filler,
A2SUSP7BO7ZCPM,50,6,2.0,supporting,DM,TRA,
A2SUSP7BO7ZCPM,58,66,5.0,filler,filler,filler,
A2SUSP7BO7ZCPM,24,2,1.0,lecturing,DC,TRA,
A2SUSP7BO7ZCPM,68,76,1.0,filler,filler,filler,
A2SUSP7BO7ZCPM,12,5,2.0,cuddling,PC,TRA,
A2SUSP7BO7ZCPM,74,82,4.0,filler,filler,filler,
A2SUSP7BO7ZCPM,62,70,2.0,filler,filler,filler,
A2SUSP7BO7ZCPM,77,85,3.0,filler,filler,filler,
A2SUSP7BO7ZCPM,63,71,2.0,filler,filler,filler,
A2SUSP7BO7ZCPM,39,3,2.0,assuring,DM,INT,
A2SUSP7BO7ZCPM,19,1,2.0,scolding,DC,INT,
A2SUSP7BO7ZCPM,53,61,3.0,filler,filler,filler,
A2SUSP7BO7ZCPM,29,5,2.0,presenting,DC,INT,
A2SUSP7BO7ZCPM,79,87,5.0,filler,filler,filler,
A2SUSP7BO7ZCPM,55,63,3.0,filler,filler,filler,
A2SUSP7BO7ZCPM,71,79,5.0,filler,filler,filler,
A2SUSP7BO7ZCPM,64,72,3.0,filler,filler,filler,
A2SUSP7BO7ZCPM,75,83,3.0,filler,filler,filler,
A2SUSP7BO7ZCPM,78,86,5.0,filler,filler,filler,
A2SUSP7BO7ZCPM,32,6,3.0,addressing,DC,TRA,
A2SUSP7BO7ZCPM,38,2,3.0,assisting,DM,TRA,
A2SUSP7BO7ZCPM,61,69,4.0,filler,filler,filler,
A2SUSP7BO7ZCPM,16,7,4.0,shaking,PC,TRA,
A2SUSP7BO7ZCPM,54,62,4.0,filler,filler,filler,
A2SUSP7BO7ZCPM,57,65,4.0,filler,filler,filler,
A2SUSP7BO7ZCPM,3,2,3.0,kicking,PC,INT,
A2SUSP7BO7ZCPM,28,4,4.0,speaking,DC,TRA,
A2SUSP7BO7ZCPM,73,81,4.0,filler,filler,filler,
A2SUSP7BO7ZCPM,59,67,4.0,filler,filler,filler,
A2SUSP7BO7ZCPM,2,1,3.0,kissing,PC,TRA,
A2SUSP7BO7ZCPM,9,4,3.0,embracing,PC,INT,
A2SUSP7BO7ZCPM,72,80,4.0,filler,filler,filler,
A2SUSP7BO7ZCPM,6,3,2.0,hugging,PC,TRA,
A2SUSP7BO7ZCPM,76,84,3.0,filler,filler,filler,
A2SUSP7BO7ZCPM,56,64,4.0,filler,filler,filler,
A2SUSP7BO7ZCPM,66,74,5.0,filler,filler,filler,
A2SUSP7BO7ZCPM,35,1,2.0,advising,DM,INT,
A2SUSP7BO7ZCPM,70,78,4.0,filler,filler,filler,
A2SUSP7BO7ZCPM,60,68,5.0,filler,filler,filler,
A2SUSP7BO7ZCPM,25,3,2.0,talking,DC,INT,
A2SUSP7BO7ZCPM,42,4,3.0,encouraging,DM,TRA,
A2SUSP7BO7ZCPM,21,7,4.0,thanking,DM,INT,
A2SUSP7BO7ZCPM,13,6,2.0,poking,PC,INT,
A2SUSP7BO7ZCPM,65,73,5.0,filler,filler,filler,
A2SUSP7BO7ZCPM,47,5,3.0,recognizing,DM,INT,
A2SUSP7BO7ZCPM,67,75,5.0,filler,filler,filler,
A2SUSP7BO7ZCPM,69,77,5.0,filler,filler,filler,
A3E9A9O3CLMEW,50,6,2.0,supporting,DM,TRA,
A3E9A9O3CLMEW,58,66,12.0,filler,filler,filler,
A3E9A9O3CLMEW,24,2,1.0,lecturing,DC,TRA,
A3E9A9O3CLMEW,68,76,1.0,filler,filler,filler,
A3E9A9O3CLMEW,12,5,1.0,cuddling,PC,TRA,
A3E9A9O3CLMEW,74,82,3.0,filler,filler,filler,
A3E9A9O3CLMEW,62,70,5000.0,filler,filler,filler,
A3E9A9O3CLMEW,77,85,100.0,filler,filler,filler,
A3E9A9O3CLMEW,63,71,2.0,filler,filler,filler,
A3E9A9O3CLMEW,39,3,2.0,assuring,DM,INT,
A3E9A9O3CLMEW,19,1,2.0,scolding,DC,INT,
A3E9A9O3CLMEW,53,61,40.0,filler,filler,filler,
A3E9A9O3CLMEW,29,5,12.0,presenting,DC,INT,
A3E9A9O3CLMEW,79,87,10.0,filler,filler,filler,
A3E9A9O3CLMEW,55,63,1.0,filler,filler,filler,
A3E9A9O3CLMEW,71,79,10.0,filler,filler,filler,
A3E9A9O3CLMEW,64,72,1.0,filler,filler,filler,
A3E9A9O3CLMEW,75,83,1000.0,filler,filler,filler,
A3E9A9O3CLMEW,78,86,50.0,filler,filler,filler,
A3E9A9O3CLMEW,32,6,5000.0,addressing,DC,TRA,
A3E9A9O3CLMEW,38,2,2.0,assisting,DM,TRA,
A3E9A9O3CLMEW,61,69,3.0,filler,filler,filler,
A3E9A9O3CLMEW,16,7,2.0,shaking,PC,TRA,
A3E9A9O3CLMEW,54,62,12.0,filler,filler,filler,
A3E9A9O3CLMEW,57,65,20.0,filler,filler,filler,
A3E9A9O3CLMEW,3,2,2.0,kicking,PC,INT,
A3E9A9O3CLMEW,28,4,3.0,speaking,DC,TRA,
A3E9A9O3CLMEW,73,81,3.0,filler,filler,filler,
A3E9A9O3CLMEW,59,67,2000.0,filler,filler,filler,
A3E9A9O3CLMEW,2,1,2.0,kissing,PC,TRA,
A3E9A9O3CLMEW,9,4,5.0,embracing,PC,INT,
A3E9A9O3CLMEW,72,80,4.0,filler,filler,filler,
A3E9A9O3CLMEW,6,3,5.0,hugging,PC,TRA,
A3E9A9O3CLMEW,76,84,12.0,filler,filler,filler,
A3E9A9O3CLMEW,56,64,2000.0,filler,filler,filler,
A3E9A9O3CLMEW,66,74,10.0,filler,filler,filler,
A3E9A9O3CLMEW,35,1,2.0,advising,DM,INT,
A3E9A9O3CLMEW,70,78,12.0,filler,filler,filler,
A3E9A9O3CLMEW,60,68,5.0,filler,filler,filler,
A3E9A9O3CLMEW,25,3,1.0,talking,DC,INT,
A3E9A9O3CLMEW,42,4,5.0,encouraging,DM,TRA,
A3E9A9O3CLMEW,21,7,2.0,thanking,DM,INT,
A3E9A9O3CLMEW,13,6,2.0,poking,PC,INT,
A3E9A9O3CLMEW,65,73,1.0,filler,filler,filler,
A3E9A9O3CLMEW,47,5,2.0,recognizing,DM,INT,
A3E9A9O3CLMEW,67,75,100.0,filler,filler,filler,
A3E9A9O3CLMEW,69,77,10.0,filler,filler,filler,
A2A8HRBDYBV6XJ,50,6,1.0,supporting,DM,TRA,
A2A8HRBDYBV6XJ,58,66,11.0,filler,filler,filler,
A2A8HRBDYBV6XJ,24,2,1.0,lecturing,DC,TRA,
A2A8HRBDYBV6XJ,68,76,1.0,filler,filler,filler,
A2A8HRBDYBV6XJ,12,5,1.0,cuddling,PC,TRA,
A2A8HRBDYBV6XJ,74,82,2.0,filler,filler,filler,
A2A8HRBDYBV6XJ,62,70,1.0,filler,filler,filler,
A2A8HRBDYBV6XJ,77,85,1.0,filler,filler,filler,
A2A8HRBDYBV6XJ,63,71,2.0,filler,filler,filler,
A2A8HRBDYBV6XJ,39,3,2.0,assuring,DM,INT,
A2A8HRBDYBV6XJ,19,1,15.0,scolding,DC,INT,
A2A8HRBDYBV6XJ,53,61,1.0,filler,filler,filler,
A2A8HRBDYBV6XJ,29,5,3.0,presenting,DC,INT,
A2A8HRBDYBV6XJ,79,87,1.0,filler,filler,filler,
A2A8HRBDYBV6XJ,55,63,1.0,filler,filler,filler,
A2A8HRBDYBV6XJ,71,79,1.0,filler,filler,filler,
A2A8HRBDYBV6XJ,64,72,2.0,filler,filler,filler,
A2A8HRBDYBV6XJ,75,83,1.0,filler,filler,filler,
A2A8HRBDYBV6XJ,78,86,3.0,filler,filler,filler,
A2A8HRBDYBV6XJ,32,6,2.0,addressing,DC,TRA,
A2A8HRBDYBV6XJ,38,2,28.0,assisting,DM,TRA,
A2A8HRBDYBV6XJ,61,69,1.0,filler,filler,filler,
A2A8HRBDYBV6XJ,16,7,1.0,shaking,PC,TRA,
A2A8HRBDYBV6XJ,54,62,1.0,filler,filler,filler,
A2A8HRBDYBV6XJ,57,65,1.0,filler,filler,filler,
A2A8HRBDYBV6XJ,3,2,1.0,kicking,PC,INT,
A2A8HRBDYBV6XJ,28,4,6.0,speaking,DC,TRA,
A2A8HRBDYBV6XJ,73,81,2.0,filler,filler,filler,
A2A8HRBDYBV6XJ,59,67,1.0,filler,filler,filler,
A2A8HRBDYBV6XJ,2,1,1.0,kissing,PC,TRA,
A2A8HRBDYBV6XJ,9,4,8.0,embracing,PC,INT,
A2A8HRBDYBV6XJ,72,80,2.0,filler,filler,filler,
A2A8HRBDYBV6XJ,6,3,5.0,hugging,PC,TRA,
A2A8HRBDYBV6XJ,76,84,1.0,filler,filler,filler,
A2A8HRBDYBV6XJ,56,64,1.0,filler,filler,filler,
A2A8HRBDYBV6XJ,66,74,3.0,filler,filler,filler,
A2A8HRBDYBV6XJ,35,1,0,advising,DM,INT,
A2A8HRBDYBV6XJ,70,78,2.0,filler,filler,filler,
A2A8HRBDYBV6XJ,60,68,2.0,filler,filler,filler,
A2A8HRBDYBV6XJ,25,3,1.0,talking,DC,INT,
A2A8HRBDYBV6XJ,42,4,3.0,encouraging,DM,TRA,
A2A8HRBDYBV6XJ,21,7,1.0,thanking,DM,INT,
A2A8HRBDYBV6XJ,13,6,2.0,poking,PC,INT,
A2A8HRBDYBV6XJ,65,73,2.0,filler,filler,filler,
A2A8HRBDYBV6XJ,47,5,1.0,recognizing,DM,INT,
A2A8HRBDYBV6XJ,67,75,7.0,filler,filler,filler,
A2A8HRBDYBV6XJ,69,77,1.0,filler,filler,filler,
A3LKPARORDKLWT,50,6,2.0,supporting,DM,TRA,
A3LKPARORDKLWT,58,66,1.0,filler,filler,filler,
A3LKPARORDKLWT,24,2,1.0,lecturing,DC,TRA,
A3LKPARORDKLWT,68,76,1.0,filler,filler,filler,
A3LKPARORDKLWT,12,5,1.0,cuddling,PC,TRA,
A3LKPARORDKLWT,74,82,5.0,filler,filler,filler,
A3LKPARORDKLWT,62,70,1.0,filler,filler,filler,
A3LKPARORDKLWT,77,85,10.0,filler,filler,filler,
A3LKPARORDKLWT,63,71,1.0,filler,filler,filler,
A3LKPARORDKLWT,39,3,2.0,assuring,DM,INT,
A3LKPARORDKLWT,19,1,2.0,scolding,DC,INT,
A3LKPARORDKLWT,53,61,2.0,filler,filler,filler,
A3LKPARORDKLWT,29,5,2.0,presenting,DC,INT,
A3LKPARORDKLWT,79,87,5.0,filler,filler,filler,
A3LKPARORDKLWT,55,63,1.0,filler,filler,filler,
A3LKPARORDKLWT,71,79,3.0,filler,filler,filler,
A3LKPARORDKLWT,64,72,12.0,filler,filler,filler,
A3LKPARORDKLWT,75,83,1.0,filler,filler,filler,
A3LKPARORDKLWT,78,86,25.0,filler,filler,filler,
A3LKPARORDKLWT,32,6,1.0,addressing,DC,TRA,
A3LKPARORDKLWT,38,2,2.0,assisting,DM,TRA,
A3LKPARORDKLWT,61,69,2.0,filler,filler,filler,
A3LKPARORDKLWT,16,7,2.0,shaking,PC,TRA,
A3LKPARORDKLWT,54,62,1.0,filler,filler,filler,
A3LKPARORDKLWT,57,65,1.0,filler,filler,filler,
A3LKPARORDKLWT,3,2,2.0,kicking,PC,INT,
A3LKPARORDKLWT,28,4,1.0,speaking,DC,TRA,
A3LKPARORDKLWT,73,81,20.0,filler,filler,filler,
A3LKPARORDKLWT,59,67,500.0,filler,filler,filler,
A3LKPARORDKLWT,2,1,1.0,kissing,PC,TRA,
A3LKPARORDKLWT,9,4,2.0,embracing,PC,INT,
A3LKPARORDKLWT,72,80,3.0,filler,filler,filler,
A3LKPARORDKLWT,6,3,1.0,hugging,PC,TRA,
A3LKPARORDKLWT,76,84,1.0,filler,filler,filler,
A3LKPARORDKLWT,56,64,1.0,filler,filler,filler,
A3LKPARORDKLWT,66,74,1.0,filler,filler,filler,
A3LKPARORDKLWT,35,1,2.0,advising,DM,INT,
A3LKPARORDKLWT,70,78,3.0,filler,filler,filler,
A3LKPARORDKLWT,60,68,1.0,filler,filler,filler,
A3LKPARORDKLWT,25,3,2.0,talking,DC,INT,
A3LKPARORDKLWT,42,4,1.0,encouraging,DM,TRA,
A3LKPARORDKLWT,21,7,3.0,thanking,DM,INT,
A3LKPARORDKLWT,13,6,8.0,poking,PC,INT,
A3LKPARORDKLWT,65,73,30.0,filler,filler,filler,
A3LKPARORDKLWT,47,5,2.0,recognizing,DM,INT,
A3LKPARORDKLWT,67,75,15.0,filler,filler,filler,
A3LKPARORDKLWT,69,77,1.0,filler,filler,filler,
A30ZXZT1EVLB0T,50,6,1.0,supporting,DM,TRA,
A30ZXZT1EVLB0T,58,66,2.0,filler,filler,filler,
A30ZXZT1EVLB0T,24,2,1.0,lecturing,DC,TRA,
A30ZXZT1EVLB0T,68,76,1.0,filler,filler,filler,
A30ZXZT1EVLB0T,12,5,1.0,cuddling,PC,TRA,
A30ZXZT1EVLB0T,74,82,1.0,filler,filler,filler,
A30ZXZT1EVLB0T,62,70,1.0,filler,filler,filler,
A30ZXZT1EVLB0T,77,85,1.0,filler,filler,filler,
A30ZXZT1EVLB0T,63,71,1.0,filler,filler,filler,
A30ZXZT1EVLB0T,39,3,1.0,assuring,DM,INT,
A30ZXZT1EVLB0T,19,1,2.0,scolding,DC,INT,
A30ZXZT1EVLB0T,53,61,2.0,filler,filler,filler,
A30ZXZT1EVLB0T,29,5,2.0,presenting,DC,INT,
A30ZXZT1EVLB0T,79,87,2.0,filler,filler,filler,
A30ZXZT1EVLB0T,55,63,2.0,filler,filler,filler,
A30ZXZT1EVLB0T,71,79,2.0,filler,filler,filler,
A30ZXZT1EVLB0T,64,72,1.0,filler,filler,filler,
A30ZXZT1EVLB0T,75,83,2.0,filler,filler,filler,
A30ZXZT1EVLB0T,78,86,1.0,filler,filler,filler,
A30ZXZT1EVLB0T,32,6,1.0,addressing,DC,TRA,
A30ZXZT1EVLB0T,38,2,1.0,assisting,DM,TRA,
A30ZXZT1EVLB0T,61,69,2.0,filler,filler,filler,
A30ZXZT1EVLB0T,16,7,1.0,shaking,PC,TRA,
A30ZXZT1EVLB0T,54,62,1.0,filler,filler,filler,
A30ZXZT1EVLB0T,57,65,1.0,filler,filler,filler,
A30ZXZT1EVLB0T,3,2,2.0,kicking,PC,INT,
A30ZXZT1EVLB0T,28,4,1.0,speaking,DC,TRA,
A30ZXZT1EVLB0T,73,81,3.0,filler,filler,filler,
A30ZXZT1EVLB0T,59,67,2.0,filler,filler,filler,
A30ZXZT1EVLB0T,2,1,1.0,kissing,PC,TRA,
A30ZXZT1EVLB0T,9,4,2.0,embracing,PC,INT,
A30ZXZT1EVLB0T,72,80,4.0,filler,filler,filler,
A30ZXZT1EVLB0T,6,3,2.0,hugging,PC,TRA,
A30ZXZT1EVLB0T,76,84,2.0,filler,filler,filler,
A30ZXZT1EVLB0T,56,64,1.0,filler,filler,filler,
A30ZXZT1EVLB0T,66,74,1.0,filler,filler,filler,
A30ZXZT1EVLB0T,35,1,1.0,advising,DM,INT,
A30ZXZT1EVLB0T,70,78,2.0,filler,filler,filler,
A30ZXZT1EVLB0T,60,68,1.0,filler,filler,filler,
A30ZXZT1EVLB0T,25,3,1.0,talking,DC,INT,
A30ZXZT1EVLB0T,42,4,1.0,encouraging,DM,TRA,
A30ZXZT1EVLB0T,21,7,1.0,thanking,DM,INT,
A30ZXZT1EVLB0T,13,6,1.0,poking,PC,INT,
A30ZXZT1EVLB0T,65,73,1.0,filler,filler,filler,
A30ZXZT1EVLB0T,47,5,2.0,recognizing,DM,INT,
A30ZXZT1EVLB0T,67,75,2.0,filler,filler,filler,
A30ZXZT1EVLB0T,69,77,2.0,filler,filler,filler,
A2FUPODRRCESB,50,6,10.0,supporting,DM,TRA,
A2FUPODRRCESB,58,66,1.0,filler,filler,filler,
A2FUPODRRCESB,24,2,1.0,lecturing,DC,TRA,
A2FUPODRRCESB,68,76,1.0,filler,filler,filler,
A2FUPODRRCESB,12,5,1.0,cuddling,PC,TRA,
A2FUPODRRCESB,74,82,3.0,filler,filler,filler,
A2FUPODRRCESB,62,70,1.0,filler,filler,filler,
A2FUPODRRCESB,77,85,1.0,filler,filler,filler,
A2FUPODRRCESB,63,71,1.0,filler,filler,filler,
A2FUPODRRCESB,39,3,1.0,assuring,DM,INT,
A2FUPODRRCESB,19,1,1.0,scolding,DC,INT,
A2FUPODRRCESB,53,61,1.0,filler,filler,filler,
A2FUPODRRCESB,29,5,1.0,presenting,DC,INT,
A2FUPODRRCESB,79,87,1.0,filler,filler,filler,
A2FUPODRRCESB,55,63,1.0,filler,filler,filler,
A2FUPODRRCESB,71,79,1.0,filler,filler,filler,
A2FUPODRRCESB,64,72,1.0,filler,filler,filler,
A2FUPODRRCESB,75,83,1.0,filler,filler,filler,
A2FUPODRRCESB,78,86,1.0,filler,filler,filler,
A2FUPODRRCESB,32,6,1.0,addressing,DC,TRA,
A2FUPODRRCESB,38,2,3.0,assisting,DM,TRA,
A2FUPODRRCESB,61,69,1.0,filler,filler,filler,
A2FUPODRRCESB,16,7,1.0,shaking,PC,TRA,
A2FUPODRRCESB,54,62,1.0,filler,filler,filler,
A2FUPODRRCESB,57,65,1.0,filler,filler,filler,
A2FUPODRRCESB,3,2,5.0,kicking,PC,INT,
A2FUPODRRCESB,28,4,1.0,speaking,DC,TRA,
A2FUPODRRCESB,73,81,1.0,filler,filler,filler,
A2FUPODRRCESB,59,67,5.0,filler,filler,filler,
A2FUPODRRCESB,2,1,1.0,kissing,PC,TRA,
A2FUPODRRCESB,9,4,1.0,embracing,PC,INT,
A2FUPODRRCESB,72,80,1.0,filler,filler,filler,
A2FUPODRRCESB,6,3,1.0,hugging,PC,TRA,
A2FUPODRRCESB,76,84,1.0,filler,filler,filler,
A2FUPODRRCESB,56,64,1.0,filler,filler,filler,
A2FUPODRRCESB,66,74,1.0,filler,filler,filler,
A2FUPODRRCESB,35,1,3.0,advising,DM,INT,
A2FUPODRRCESB,70,78,1.0,filler,filler,filler,
A2FUPODRRCESB,60,68,1.0,filler,filler,filler,
A2FUPODRRCESB,25,3,1.0,talking,DC,INT,
A2FUPODRRCESB,42,4,2.0,encouraging,DM,TRA,
A2FUPODRRCESB,21,7,1.0,thanking,DM,INT,
A2FUPODRRCESB,13,6,11.0,poking,PC,INT,
A2FUPODRRCESB,65,73,50.0,filler,filler,filler,
A2FUPODRRCESB,47,5,1.0,recognizing,DM,INT,
A2FUPODRRCESB,67,75,100.0,filler,filler,filler,
A2FUPODRRCESB,69,77,1.0,filler,filler,filler,
A1T29BTOVBSEA6,50,6,1.0,supporting,DM,TRA,
A1T29BTOVBSEA6,58,66,25.0,filler,filler,filler,
A1T29BTOVBSEA6,24,2,60.0,lecturing,DC,TRA,
A1T29BTOVBSEA6,68,76,1.0,filler,filler,filler,
A1T29BTOVBSEA6,12,5,1.0,cuddling,PC,TRA,
A1T29BTOVBSEA6,74,82,1.0,filler,filler,filler,
A1T29BTOVBSEA6,62,70,50.0,filler,filler,filler,
A1T29BTOVBSEA6,77,85,5.0,filler,filler,filler,
A1T29BTOVBSEA6,63,71,1.0,filler,filler,filler,
A1T29BTOVBSEA6,39,3,1.0,assuring,DM,INT,
A1T29BTOVBSEA6,19,1,2.0,scolding,DC,INT,
A1T29BTOVBSEA6,53,61,2.0,filler,filler,filler,
A1T29BTOVBSEA6,29,5,2.0,presenting,DC,INT,
A1T29BTOVBSEA6,79,87,6.0,filler,filler,filler,
A1T29BTOVBSEA6,55,63,1.0,filler,filler,filler,
A1T29BTOVBSEA6,71,79,10.0,filler,filler,filler,
A1T29BTOVBSEA6,64,72,12.0,filler,filler,filler,
A1T29BTOVBSEA6,75,83,60.0,filler,filler,filler,
A1T29BTOVBSEA6,78,86,1.0,filler,filler,filler,
A1T29BTOVBSEA6,32,6,1.0,addressing,DC,TRA,
A1T29BTOVBSEA6,38,2,2.0,assisting,DM,TRA,
A1T29BTOVBSEA6,61,69,3.0,filler,filler,filler,
A1T29BTOVBSEA6,16,7,2.0,shaking,PC,TRA,
A1T29BTOVBSEA6,54,62,1.0,filler,filler,filler,
A1T29BTOVBSEA6,57,65,20.0,filler,filler,filler,
A1T29BTOVBSEA6,3,2,2.0,kicking,PC,INT,
A1T29BTOVBSEA6,28,4,2.0,speaking,DC,TRA,
A1T29BTOVBSEA6,73,81,1.0,filler,filler,filler,
A1T29BTOVBSEA6,59,67,1000.0,filler,filler,filler,
A1T29BTOVBSEA6,2,1,1.0,kissing,PC,TRA,
A1T29BTOVBSEA6,9,4,2.0,embracing,PC,INT,
A1T29BTOVBSEA6,72,80,4.0,filler,filler,filler,
A1T29BTOVBSEA6,6,3,2.0,hugging,PC,TRA,
A1T29BTOVBSEA6,76,84,50.0,filler,filler,filler,
A1T29BTOVBSEA6,56,64,1.0,filler,filler,filler,
A1T29BTOVBSEA6,66,74,3.0,filler,filler,filler,
A1T29BTOVBSEA6,35,1,2.0,advising,DM,INT,
A1T29BTOVBSEA6,70,78,2.0,filler,filler,filler,
A1T29BTOVBSEA6,60,68,2.0,filler,filler,filler,
A1T29BTOVBSEA6,25,3,2.0,talking,DC,INT,
A1T29BTOVBSEA6,42,4,1.0,encouraging,DM,TRA,
A1T29BTOVBSEA6,21,7,2.0,thanking,DM,INT,
A1T29BTOVBSEA6,13,6,2.0,poking,PC,INT,
A1T29BTOVBSEA6,65,73,1.0,filler,filler,filler,
A1T29BTOVBSEA6,47,5,2.0,recognizing,DM,INT,
A1T29BTOVBSEA6,67,75,50.0,filler,filler,filler,
A1T29BTOVBSEA6,69,77,2.0,filler,filler,filler,
A2JI5RNPPXE8QE,50,6,2.0,supporting,DM,TRA,
A2JI5RNPPXE8QE,58,66,50.0,filler,filler,filler,
A2JI5RNPPXE8QE,24,2,20.0,lecturing,DC,TRA,
