workerId,pair,rating,event,eventCat,construction
A1489QNXV5IM6O,2,1.0,lecturing,DC,TRA
A1489QNXV5IM6O,76,5.0,filler,filler,filler
A1489QNXV5IM6O,5,1.0,cuddling,PC,TRA
A1489QNXV5IM6O,82,6.0,filler,filler,filler
A1489QNXV5IM6O,70,1.0,filler,filler,filler
A1489QNXV5IM6O,85,7.0,filler,filler,filler
A1489QNXV5IM6O,71,6.0,filler,filler,filler
A1489QNXV5IM6O,3,1.0,assuring,DM,INT
A1489QNXV5IM6O,1,2.0,scolding,DC,INT
A1489QNXV5IM6O,61,7.0,filler,filler,filler
A1489QNXV5IM6O,5,2.0,presenting,DC,INT
A1489QNXV5IM6O,87,7.0,filler,filler,filler
A1489QNXV5IM6O,63,1.0,filler,filler,filler
A1489QNXV5IM6O,79,7.0,filler,filler,filler
A1489QNXV5IM6O,72,7.0,filler,filler,filler
A1489QNXV5IM6O,83,7.0,filler,filler,filler
A1489QNXV5IM6O,86,7.0,filler,filler,filler
A1489QNXV5IM6O,6,1.0,addressing,DC,TRA
A1489QNXV5IM6O,2,1.0,assisting,DM,TRA
A1489QNXV5IM6O,69,1.0,filler,filler,filler
A1489QNXV5IM6O,7,3.0,shaking,PC,TRA
A1489QNXV5IM6O,62,2.0,filler,filler,filler
A1489QNXV5IM6O,65,6.0,filler,filler,filler
A1489QNXV5IM6O,2,1.0,kicking,PC,INT
A1489QNXV5IM6O,4,6.0,speaking,DC,TRA
A1489QNXV5IM6O,81,7.0,filler,filler,filler
A1489QNXV5IM6O,67,7.0,filler,filler,filler
A1489QNXV5IM6O,1,1.0,kissing,PC,TRA
A1489QNXV5IM6O,4,1.0,embracing,PC,INT
A1489QNXV5IM6O,80,7.0,filler,filler,filler
A1489QNXV5IM6O,3,1.0,hugging,PC,TRA
A1489QNXV5IM6O,84,7.0,filler,filler,filler
A1489QNXV5IM6O,64,1.0,filler,filler,filler
A1489QNXV5IM6O,74,4.0,filler,filler,filler
A1489QNXV5IM6O,1,2.0,advising,DM,INT
A1489QNXV5IM6O,78,6.0,filler,filler,filler
A1489QNXV5IM6O,68,7.0,filler,filler,filler
A1489QNXV5IM6O,3,1.0,talking,DC,INT
A1489QNXV5IM6O,4,2.0,encouraging,DM,TRA
A1489QNXV5IM6O,7,1.0,thanking,DM,INT
A1489QNXV5IM6O,6,1.0,poking,PC,INT
A1489QNXV5IM6O,73,1.0,filler,filler,filler
A1489QNXV5IM6O,5,2.0,recognizing,DM,INT
A1489QNXV5IM6O,75,2.0,filler,filler,filler
AW5FP8MFB3F7X,6,1.0,supporting,DM,TRA
AW5FP8MFB3F7X,66,5.0,filler,filler,filler
AW5FP8MFB3F7X,2,3.0,lecturing,DC,TRA
AW5FP8MFB3F7X,76,5.0,filler,filler,filler
AW5FP8MFB3F7X,5,0,cuddling,PC,TRA
AW5FP8MFB3F7X,82,6.0,filler,filler,filler
AW5FP8MFB3F7X,70,1.0,filler,filler,filler
AW5FP8MFB3F7X,85,7.0,filler,filler,filler
AW5FP8MFB3F7X,71,6.0,filler,filler,filler
AW5FP8MFB3F7X,3,2.0,assuring,DM,INT
AW5FP8MFB3F7X,1,3.0,scolding,DC,INT
AW5FP8MFB3F7X,61,4.0,filler,filler,filler
AW5FP8MFB3F7X,5,3.0,presenting,DC,INT
AW5FP8MFB3F7X,87,4.0,filler,filler,filler
AW5FP8MFB3F7X,63,5.0,filler,filler,filler
AW5FP8MFB3F7X,79,4.0,filler,filler,filler
AW5FP8MFB3F7X,72,7.0,filler,filler,filler
AW5FP8MFB3F7X,83,2.0,filler,filler,filler
AW5FP8MFB3F7X,86,5.0,filler,filler,filler
AW5FP8MFB3F7X,6,1.0,addressing,DC,TRA
AW5FP8MFB3F7X,2,1.0,assisting,DM,TRA
AW5FP8MFB3F7X,69,2.0,filler,filler,filler
AW5FP8MFB3F7X,7,4.0,shaking,PC,TRA
AW5FP8MFB3F7X,62,2.0,filler,filler,filler
AW5FP8MFB3F7X,65,2.0,filler,filler,filler
AW5FP8MFB3F7X,2,1.0,kicking,PC,INT
AW5FP8MFB3F7X,4,2.0,speaking,DC,TRA
AW5FP8MFB3F7X,81,6.0,filler,filler,filler
AW5FP8MFB3F7X,67,6.0,filler,filler,filler
AW5FP8MFB3F7X,1,1.0,kissing,PC,TRA
AW5FP8MFB3F7X,4,1.0,embracing,PC,INT
AW5FP8MFB3F7X,80,7.0,filler,filler,filler
AW5FP8MFB3F7X,3,1.0,hugging,PC,TRA
AW5FP8MFB3F7X,84,5.0,filler,filler,filler
AW5FP8MFB3F7X,64,2.0,filler,filler,filler
AW5FP8MFB3F7X,74,2.0,filler,filler,filler
AW5FP8MFB3F7X,1,4.0,advising,DM,INT
AW5FP8MFB3F7X,78,2.0,filler,filler,filler
AW5FP8MFB3F7X,68,6.0,filler,filler,filler
AW5FP8MFB3F7X,3,1.0,talking,DC,INT
AW5FP8MFB3F7X,4,2.0,encouraging,DM,TRA
AW5FP8MFB3F7X,7,1.0,thanking,DM,INT
AW5FP8MFB3F7X,6,2.0,poking,PC,INT
AW5FP8MFB3F7X,73,1.0,filler,filler,filler
AW5FP8MFB3F7X,5,3.0,recognizing,DM,INT
AW5FP8MFB3F7X,75,2.0,filler,filler,filler
A3TMUAPCRFG63N,6,1.0,supporting,DM,TRA
A3TMUAPCRFG63N,66,6.0,filler,filler,filler
A3TMUAPCRFG63N,2,1.0,lecturing,DC,TRA
A3TMUAPCRFG63N,76,5.0,filler,filler,filler
A3TMUAPCRFG63N,5,3.0,cuddling,PC,TRA
A3TMUAPCRFG63N,82,7.0,filler,filler,filler
A3TMUAPCRFG63N,70,1.0,filler,filler,filler
A3TMUAPCRFG63N,85,6.0,filler,filler,filler
A3TMUAPCRFG63N,71,4.0,filler,filler,filler
A3TMUAPCRFG63N,3,1.0,assuring,DM,INT
A3TMUAPCRFG63N,1,1.0,scolding,DC,INT
A3TMUAPCRFG63N,61,2.0,filler,filler,filler
A3TMUAPCRFG63N,5,1.0,presenting,DC,INT
A3TMUAPCRFG63N,87,4.0,filler,filler,filler
A3TMUAPCRFG63N,63,1.0,filler,filler,filler
A3TMUAPCRFG63N,79,7.0,filler,filler,filler
A3TMUAPCRFG63N,72,7.0,filler,filler,filler
A3TMUAPCRFG63N,83,5.0,filler,filler,filler
A3TMUAPCRFG63N,86,7.0,filler,filler,filler
A3TMUAPCRFG63N,6,1.0,addressing,DC,TRA
A3TMUAPCRFG63N,2,1.0,assisting,DM,TRA
A3TMUAPCRFG63N,69,1.0,filler,filler,filler
A3TMUAPCRFG63N,7,1.0,shaking,PC,TRA
A3TMUAPCRFG63N,62,1.0,filler,filler,filler
A3TMUAPCRFG63N,65,3.0,filler,filler,filler
A3TMUAPCRFG63N,2,1.0,kicking,PC,INT
A3TMUAPCRFG63N,4,1.0,speaking,DC,TRA
A3TMUAPCRFG63N,81,4.0,filler,filler,filler
A3TMUAPCRFG63N,67,7.0,filler,filler,filler
A3TMUAPCRFG63N,1,1.0,kissing,PC,TRA
A3TMUAPCRFG63N,4,1.0,embracing,PC,INT
A3TMUAPCRFG63N,80,7.0,filler,filler,filler
A3TMUAPCRFG63N,3,1.0,hugging,PC,TRA
A3TMUAPCRFG63N,84,7.0,filler,filler,filler
A3TMUAPCRFG63N,64,2.0,filler,filler,filler
A3TMUAPCRFG63N,74,7.0,filler,filler,filler
A3TMUAPCRFG63N,1,1.0,advising,DM,INT
A3TMUAPCRFG63N,78,6.0,filler,filler,filler
A3TMUAPCRFG63N,68,6.0,filler,filler,filler
A3TMUAPCRFG63N,3,1.0,talking,DC,INT
A3TMUAPCRFG63N,4,6.0,encouraging,DM,TRA
A3TMUAPCRFG63N,7,1.0,thanking,DM,INT
A3TMUAPCRFG63N,6,1.0,poking,PC,INT
A3TMUAPCRFG63N,73,1.0,filler,filler,filler
A3TMUAPCRFG63N,5,2.0,recognizing,DM,INT
A3TMUAPCRFG63N,75,1.0,filler,filler,filler
A36DDHDQ56N60C,6,7.0,supporting,DM,TRA
A36DDHDQ56N60C,66,7.0,filler,filler,filler
A36DDHDQ56N60C,2,1.0,lecturing,DC,TRA
A36DDHDQ56N60C,76,7.0,filler,filler,filler
A36DDHDQ56N60C,5,1.0,cuddling,PC,TRA
A36DDHDQ56N60C,82,4.0,filler,filler,filler
A36DDHDQ56N60C,70,1.0,filler,filler,filler
A36DDHDQ56N60C,85,7.0,filler,filler,filler
A36DDHDQ56N60C,71,1.0,filler,filler,filler
A36DDHDQ56N60C,3,5.0,assuring,DM,INT
A36DDHDQ56N60C,1,1.0,scolding,DC,INT
A36DDHDQ56N60C,61,7.0,filler,filler,filler
A36DDHDQ56N60C,5,1.0,presenting,DC,INT
A36DDHDQ56N60C,87,6.0,filler,filler,filler
A36DDHDQ56N60C,63,1.0,filler,filler,filler
A36DDHDQ56N60C,79,7.0,filler,filler,filler
A36DDHDQ56N60C,72,5.0,filler,filler,filler
A36DDHDQ56N60C,83,5.0,filler,filler,filler
A36DDHDQ56N60C,86,7.0,filler,filler,filler
A36DDHDQ56N60C,6,1.0,addressing,DC,TRA
A36DDHDQ56N60C,2,1.0,assisting,DM,TRA
A36DDHDQ56N60C,69,1.0,filler,filler,filler
A36DDHDQ56N60C,7,1.0,shaking,PC,TRA
A36DDHDQ56N60C,62,1.0,filler,filler,filler
A36DDHDQ56N60C,65,7.0,filler,filler,filler
A36DDHDQ56N60C,2,1.0,kicking,PC,INT
A36DDHDQ56N60C,4,1.0,speaking,DC,TRA
A36DDHDQ56N60C,81,4.0,filler,filler,filler
A36DDHDQ56N60C,67,7.0,filler,filler,filler
A36DDHDQ56N60C,1,1.0,kissing,PC,TRA
A36DDHDQ56N60C,4,2.0,embracing,PC,INT
A36DDHDQ56N60C,80,7.0,filler,filler,filler
A36DDHDQ56N60C,3,2.0,hugging,PC,TRA
A36DDHDQ56N60C,84,7.0,filler,filler,filler
A36DDHDQ56N60C,64,2.0,filler,filler,filler
A36DDHDQ56N60C,74,7.0,filler,filler,filler
A36DDHDQ56N60C,1,1.0,advising,DM,INT
A36DDHDQ56N60C,78,6.0,filler,filler,filler
A36DDHDQ56N60C,68,7.0,filler,filler,filler
A36DDHDQ56N60C,3,1.0,talking,DC,INT
A36DDHDQ56N60C,4,5.0,encouraging,DM,TRA
A36DDHDQ56N60C,7,1.0,thanking,DM,INT
A36DDHDQ56N60C,6,1.0,poking,PC,INT
A36DDHDQ56N60C,73,1.0,filler,filler,filler
A36DDHDQ56N60C,5,4.0,recognizing,DM,INT
A36DDHDQ56N60C,75,1.0,filler,filler,filler
A1QIJ8PQO27CJC,6,1.0,supporting,DM,TRA
A1QIJ8PQO27CJC,66,5.0,filler,filler,filler
A1QIJ8PQO27CJC,2,1.0,lecturing,DC,TRA
A1QIJ8PQO27CJC,76,5.0,filler,filler,filler
A1QIJ8PQO27CJC,5,2.0,cuddling,PC,TRA
A1QIJ8PQO27CJC,82,6.0,filler,filler,filler
A1QIJ8PQO27CJC,70,1.0,filler,filler,filler
A1QIJ8PQO27CJC,85,5.0,filler,filler,filler
A1QIJ8PQO27CJC,71,3.0,filler,filler,filler
A1QIJ8PQO27CJC,3,1.0,assuring,DM,INT
A1QIJ8PQO27CJC,1,1.0,scolding,DC,INT
A1QIJ8PQO27CJC,61,2.0,filler,filler,filler
A1QIJ8PQO27CJC,5,1.0,presenting,DC,INT
A1QIJ8PQO27CJC,87,4.0,filler,filler,filler
A1QIJ8PQO27CJC,63,2.0,filler,filler,filler
A1QIJ8PQO27CJC,79,7.0,filler,filler,filler
A1QIJ8PQO27CJC,72,7.0,filler,filler,filler
A1QIJ8PQO27CJC,83,5.0,filler,filler,filler
A1QIJ8PQO27CJC,86,5.0,filler,filler,filler
A1QIJ8PQO27CJC,6,1.0,addressing,DC,TRA
A1QIJ8PQO27CJC,2,1.0,assisting,DM,TRA
A1QIJ8PQO27CJC,69,1.0,filler,filler,filler
A1QIJ8PQO27CJC,7,1.0,shaking,PC,TRA
A1QIJ8PQO27CJC,62,1.0,filler,filler,filler
A1QIJ8PQO27CJC,65,4.0,filler,filler,filler
A1QIJ8PQO27CJC,2,1.0,kicking,PC,INT
A1QIJ8PQO27CJC,4,1.0,speaking,DC,TRA
A1QIJ8PQO27CJC,81,5.0,filler,filler,filler
A1QIJ8PQO27CJC,67,5.0,filler,filler,filler
A1QIJ8PQO27CJC,1,1.0,kissing,PC,TRA
A1QIJ8PQO27CJC,4,1.0,embracing,PC,INT
A1QIJ8PQO27CJC,80,5.0,filler,filler,filler
A1QIJ8PQO27CJC,3,1.0,hugging,PC,TRA
A1QIJ8PQO27CJC,84,6.0,filler,filler,filler
A1QIJ8PQO27CJC,64,1.0,filler,filler,filler
A1QIJ8PQO27CJC,74,5.0,filler,filler,filler
A1QIJ8PQO27CJC,1,1.0,advising,DM,INT
A1QIJ8PQO27CJC,78,6.0,filler,filler,filler
A1QIJ8PQO27CJC,68,6.0,filler,filler,filler
A1QIJ8PQO27CJC,3,1.0,talking,DC,INT
A1QIJ8PQO27CJC,4,1.0,encouraging,DM,TRA
A1QIJ8PQO27CJC,7,1.0,thanking,DM,INT
A1QIJ8PQO27CJC,6,1.0,poking,PC,INT
A1QIJ8PQO27CJC,73,1.0,filler,filler,filler
A1QIJ8PQO27CJC,5,1.0,recognizing,DM,INT
A1QIJ8PQO27CJC,75,1.0,filler,filler,filler
A3NM5SP9NZ9BOJ,6,2.0,supporting,DM,TRA
A3NM5SP9NZ9BOJ,66,4.0,filler,filler,filler
A3NM5SP9NZ9BOJ,2,1.0,lecturing,DC,TRA
A3NM5SP9NZ9BOJ,76,5.0,filler,filler,filler
A3NM5SP9NZ9BOJ,5,1.0,cuddling,PC,TRA
A3NM5SP9NZ9BOJ,82,5.0,filler,filler,filler
A3NM5SP9NZ9BOJ,70,1.0,filler,filler,filler
A3NM5SP9NZ9BOJ,85,5.0,filler,filler,filler
A3NM5SP9NZ9BOJ,71,5.0,filler,filler,filler
A3NM5SP9NZ9BOJ,3,2.0,assuring,DM,INT
A3NM5SP9NZ9BOJ,1,3.0,scolding,DC,INT
A3NM5SP9NZ9BOJ,61,5.0,filler,filler,filler
A3NM5SP9NZ9BOJ,5,2.0,presenting,DC,INT
A3NM5SP9NZ9BOJ,87,3.0,filler,filler,filler
A3NM5SP9NZ9BOJ,63,2.0,filler,filler,filler
A3NM5SP9NZ9BOJ,79,6.0,filler,filler,filler
A3NM5SP9NZ9BOJ,72,5.0,filler,filler,filler
A3NM5SP9NZ9BOJ,83,6.0,filler,filler,filler
A3NM5SP9NZ9BOJ,86,4.0,filler,filler,filler
A3NM5SP9NZ9BOJ,6,1.0,addressing,DC,TRA
A3NM5SP9NZ9BOJ,2,1.0,assisting,DM,TRA
A3NM5SP9NZ9BOJ,69,2.0,filler,filler,filler
A3NM5SP9NZ9BOJ,7,4.0,shaking,PC,TRA
A3NM5SP9NZ9BOJ,62,1.0,filler,filler,filler
A3NM5SP9NZ9BOJ,65,3.0,filler,filler,filler
A3NM5SP9NZ9BOJ,2,1.0,kicking,PC,INT
A3NM5SP9NZ9BOJ,4,1.0,speaking,DC,TRA
A3NM5SP9NZ9BOJ,81,3.0,filler,filler,filler
A3NM5SP9NZ9BOJ,67,5.0,filler,filler,filler
A3NM5SP9NZ9BOJ,1,1.0,kissing,PC,TRA
A3NM5SP9NZ9BOJ,4,1.0,embracing,PC,INT
A3NM5SP9NZ9BOJ,80,7.0,filler,filler,filler
A3NM5SP9NZ9BOJ,3,3.0,hugging,PC,TRA
A3NM5SP9NZ9BOJ,84,5.0,filler,filler,filler
A3NM5SP9NZ9BOJ,64,1.0,filler,filler,filler
A3NM5SP9NZ9BOJ,74,4.0,filler,filler,filler
A3NM5SP9NZ9BOJ,1,3.0,advising,DM,INT
A3NM5SP9NZ9BOJ,78,3.0,filler,filler,filler
A3NM5SP9NZ9BOJ,68,4.0,filler,filler,filler
A3NM5SP9NZ9BOJ,3,1.0,talking,DC,INT
A3NM5SP9NZ9BOJ,4,6.0,encouraging,DM,TRA
A3NM5SP9NZ9BOJ,7,1.0,thanking,DM,INT
A3NM5SP9NZ9BOJ,6,1.0,poking,PC,INT
A3NM5SP9NZ9BOJ,73,1.0,filler,filler,filler
A3NM5SP9NZ9BOJ,5,2.0,recognizing,DM,INT
A3NM5SP9NZ9BOJ,75,2.0,filler,filler,filler
A3BI98I9V2FL0T,6,1.0,supporting,DM,TRA
A3BI98I9V2FL0T,66,4.0,filler,filler,filler
A3BI98I9V2FL0T,2,1.0,lecturing,DC,TRA
A3BI98I9V2FL0T,76,7.0,filler,filler,filler
A3BI98I9V2FL0T,5,1.0,cuddling,PC,TRA
A3BI98I9V2FL0T,82,7.0,filler,filler,filler
A3BI98I9V2FL0T,70,1.0,filler,filler,filler
A3BI98I9V2FL0T,85,7.0,filler,filler,filler
A3BI98I9V2FL0T,71,7.0,filler,filler,filler
A3BI98I9V2FL0T,3,4.0,assuring,DM,INT
A3BI98I9V2FL0T,1,1.0,scolding,DC,INT
A3BI98I9V2FL0T,61,5.0,filler,filler,filler
A3BI98I9V2FL0T,5,1.0,presenting,DC,INT
A3BI98I9V2FL0T,87,1.0,filler,filler,filler
A3BI98I9V2FL0T,63,3.0,filler,filler,filler
A3BI98I9V2FL0T,79,7.0,filler,filler,filler
A3BI98I9V2FL0T,72,7.0,filler,filler,filler
A3BI98I9V2FL0T,83,6.0,filler,filler,filler
A3BI98I9V2FL0T,86,2.0,filler,filler,filler
A3BI98I9V2FL0T,6,1.0,addressing,DC,TRA
A3BI98I9V2FL0T,2,1.0,assisting,DM,TRA
A3BI98I9V2FL0T,69,3.0,filler,filler,filler
A3BI98I9V2FL0T,7,1.0,shaking,PC,TRA
A3BI98I9V2FL0T,62,2.0,filler,filler,filler
A3BI98I9V2FL0T,65,2.0,filler,filler,filler
A3BI98I9V2FL0T,2,1.0,kicking,PC,INT
A3BI98I9V2FL0T,4,1.0,speaking,DC,TRA
A3BI98I9V2FL0T,81,7.0,filler,filler,filler
A3BI98I9V2FL0T,67,7.0,filler,filler,filler
A3BI98I9V2FL0T,1,1.0,kissing,PC,TRA
A3BI98I9V2FL0T,4,1.0,embracing,PC,INT
A3BI98I9V2FL0T,80,2.0,filler,filler,filler
A3BI98I9V2FL0T,3,1.0,hugging,PC,TRA
A3BI98I9V2FL0T,84,7.0,filler,filler,filler
A3BI98I9V2FL0T,64,0,filler,filler,filler
A3BI98I9V2FL0T,74,7.0,filler,filler,filler
A3BI98I9V2FL0T,1,1.0,advising,DM,INT
A3BI98I9V2FL0T,78,7.0,filler,filler,filler
A3BI98I9V2FL0T,68,6.0,filler,filler,filler
A3BI98I9V2FL0T,3,1.0,talking,DC,INT
A3BI98I9V2FL0T,4,2.0,encouraging,DM,TRA
A3BI98I9V2FL0T,7,1.0,thanking,DM,INT
A3BI98I9V2FL0T,6,1.0,poking,PC,INT
A3BI98I9V2FL0T,73,1.0,filler,filler,filler
A3BI98I9V2FL0T,5,4.0,recognizing,DM,INT
A3BI98I9V2FL0T,75,1.0,filler,filler,filler
A183WYXN12P2TJ,6,1.0,supporting,DM,TRA
A183WYXN12P2TJ,66,1.0,filler,filler,filler
A183WYXN12P2TJ,2,1.0,lecturing,DC,TRA
A183WYXN12P2TJ,76,1.0,filler,filler,filler
A183WYXN12P2TJ,5,1.0,cuddling,PC,TRA
A183WYXN12P2TJ,82,3.0,filler,filler,filler
A183WYXN12P2TJ,70,1.0,filler,filler,filler
A183WYXN12P2TJ,85,1.0,filler,filler,filler
A183WYXN12P2TJ,71,2.0,filler,filler,filler
A183WYXN12P2TJ,3,1.0,assuring,DM,INT
A183WYXN12P2TJ,1,1.0,scolding,DC,INT
A183WYXN12P2TJ,61,1.0,filler,filler,filler
A183WYXN12P2TJ,5,1.0,presenting,DC,INT
A183WYXN12P2TJ,87,3.0,filler,filler,filler
A183WYXN12P2TJ,63,1.0,filler,filler,filler
A183WYXN12P2TJ,79,1.0,filler,filler,filler
A183WYXN12P2TJ,72,1.0,filler,filler,filler
A183WYXN12P2TJ,83,1.0,filler,filler,filler
A183WYXN12P2TJ,86,1.0,filler,filler,filler
A183WYXN12P2TJ,6,1.0,addressing,DC,TRA
A183WYXN12P2TJ,2,1.0,assisting,DM,TRA
A183WYXN12P2TJ,69,1.0,filler,filler,filler
A183WYXN12P2TJ,7,1.0,shaking,PC,TRA
A183WYXN12P2TJ,62,1.0,filler,filler,filler
A183WYXN12P2TJ,65,2.0,filler,filler,filler
A183WYXN12P2TJ,2,1.0,kicking,PC,INT
A183WYXN12P2TJ,4,1.0,speaking,DC,TRA
A183WYXN12P2TJ,81,1.0,filler,filler,filler
A183WYXN12P2TJ,67,1.0,filler,filler,filler
A183WYXN12P2TJ,1,1.0,kissing,PC,TRA
A183WYXN12P2TJ,4,1.0,embracing,PC,INT
A183WYXN12P2TJ,80,2.0,filler,filler,filler
A183WYXN12P2TJ,3,1.0,hugging,PC,TRA
A183WYXN12P2TJ,84,1.0,filler,filler,filler
A183WYXN12P2TJ,64,1.0,filler,filler,filler
A183WYXN12P2TJ,74,1.0,filler,filler,filler
A183WYXN12P2TJ,1,1.0,advising,DM,INT
A183WYXN12P2TJ,78,1.0,filler,filler,filler
A183WYXN12P2TJ,68,1.0,filler,filler,filler
A183WYXN12P2TJ,3,1.0,talking,DC,INT
A183WYXN12P2TJ,4,1.0,encouraging,DM,TRA
A183WYXN12P2TJ,7,1.0,thanking,DM,INT
A183WYXN12P2TJ,6,1.0,poking,PC,INT
A183WYXN12P2TJ,73,1.0,filler,filler,filler
A183WYXN12P2TJ,5,1.0,recognizing,DM,INT
A183WYXN12P2TJ,75,1.0,filler,filler,filler
A3VP27UUQ34OXK,6,1.0,supporting,DM,TRA
A3VP27UUQ34OXK,66,2.0,filler,filler,filler
A3VP27UUQ34OXK,2,1.0,lecturing,DC,TRA
A3VP27UUQ34OXK,76,4.0,filler,filler,filler
A3VP27UUQ34OXK,5,1.0,cuddling,PC,TRA
A3VP27UUQ34OXK,82,7.0,filler,filler,filler
A3VP27UUQ34OXK,70,1.0,filler,filler,filler
A3VP27UUQ34OXK,85,7.0,filler,filler,filler
A3VP27UUQ34OXK,71,6.0,filler,filler,filler
A3VP27UUQ34OXK,3,2.0,assuring,DM,INT
A3VP27UUQ34OXK,1,1.0,scolding,DC,INT
A3VP27UUQ34OXK,61,3.0,filler,filler,filler
A3VP27UUQ34OXK,5,1.0,presenting,DC,INT
A3VP27UUQ34OXK,87,3.0,filler,filler,filler
A3VP27UUQ34OXK,63,1.0,filler,filler,filler
A3VP27UUQ34OXK,79,7.0,filler,filler,filler
A3VP27UUQ34OXK,72,7.0,filler,filler,filler
A3VP27UUQ34OXK,83,4.0,filler,filler,filler
A3VP27UUQ34OXK,86,7.0,filler,filler,filler
A3VP27UUQ34OXK,6,1.0,addressing,DC,TRA
A3VP27UUQ34OXK,2,1.0,assisting,DM,TRA
A3VP27UUQ34OXK,69,1.0,filler,filler,filler
A3VP27UUQ34OXK,7,1.0,shaking,PC,TRA
A3VP27UUQ34OXK,62,1.0,filler,filler,filler
A3VP27UUQ34OXK,65,1.0,filler,filler,filler
A3VP27UUQ34OXK,2,1.0,kicking,PC,INT
A3VP27UUQ34OXK,4,2.0,speaking,DC,TRA
A3VP27UUQ34OXK,81,7.0,filler,filler,filler
A3VP27UUQ34OXK,67,7.0,filler,filler,filler
A3VP27UUQ34OXK,1,1.0,kissing,PC,TRA
A3VP27UUQ34OXK,4,1.0,embracing,PC,INT
A3VP27UUQ34OXK,80,7.0,filler,filler,filler
A3VP27UUQ34OXK,3,1.0,hugging,PC,TRA
A3VP27UUQ34OXK,84,7.0,filler,filler,filler
A3VP27UUQ34OXK,64,1.0,filler,filler,filler
A3VP27UUQ34OXK,74,3.0,filler,filler,filler
A3VP27UUQ34OXK,1,1.0,advising,DM,INT
A3VP27UUQ34OXK,78,7.0,filler,filler,filler
A3VP27UUQ34OXK,68,5.0,filler,filler,filler
A3VP27UUQ34OXK,3,1.0,talking,DC,INT
A3VP27UUQ34OXK,4,2.0,encouraging,DM,TRA
A3VP27UUQ34OXK,7,1.0,thanking,DM,INT
A3VP27UUQ34OXK,6,1.0,poking,PC,INT
A3VP27UUQ34OXK,73,1.0,filler,filler,filler
A3VP27UUQ34OXK,5,1.0,recognizing,DM,INT
A3VP27UUQ34OXK,75,1.0,filler,filler,filler
A90JBLDKW71DX,6,3.0,supporting,DM,TRA
A90JBLDKW71DX,66,1.0,filler,filler,filler
A90JBLDKW71DX,2,1.0,lecturing,DC,TRA
A90JBLDKW71DX,76,1.0,filler,filler,filler
A90JBLDKW71DX,5,1.0,cuddling,PC,TRA
A90JBLDKW71DX,82,4.0,filler,filler,filler
A90JBLDKW71DX,70,4.0,filler,filler,filler
A90JBLDKW71DX,85,7.0,filler,filler,filler
A90JBLDKW71DX,71,4.0,filler,filler,filler
A90JBLDKW71DX,3,1.0,assuring,DM,INT
A90JBLDKW71DX,1,4.0,scolding,DC,INT
A90JBLDKW71DX,61,5.0,filler,filler,filler
A90JBLDKW71DX,5,3.0,presenting,DC,INT
A90JBLDKW71DX,87,4.0,filler,filler,filler
A90JBLDKW71DX,63,4.0,filler,filler,filler
A90JBLDKW71DX,79,7.0,filler,filler,filler
A90JBLDKW71DX,72,3.0,filler,filler,filler
A90JBLDKW71DX,83,1.0,filler,filler,filler
A90JBLDKW71DX,86,3.0,filler,filler,filler
A90JBLDKW71DX,6,1.0,addressing,DC,TRA
A90JBLDKW71DX,2,1.0,assisting,DM,TRA
A90JBLDKW71DX,69,1.0,filler,filler,filler
A90JBLDKW71DX,7,3.0,shaking,PC,TRA
A90JBLDKW71DX,62,3.0,filler,filler,filler
A90JBLDKW71DX,65,2.0,filler,filler,filler
A90JBLDKW71DX,2,4.0,kicking,PC,INT
A90JBLDKW71DX,4,1.0,speaking,DC,TRA
A90JBLDKW71DX,81,3.0,filler,filler,filler
A90JBLDKW71DX,67,3.0,filler,filler,filler
A90JBLDKW71DX,1,1.0,kissing,PC,TRA
A90JBLDKW71DX,4,1.0,embracing,PC,INT
A90JBLDKW71DX,80,7.0,filler,filler,filler
A90JBLDKW71DX,3,3.0,hugging,PC,TRA
A90JBLDKW71DX,84,3.0,filler,filler,filler
A90JBLDKW71DX,64,1.0,filler,filler,filler
A90JBLDKW71DX,74,2.0,filler,filler,filler
A90JBLDKW71DX,1,4.0,advising,DM,INT
A90JBLDKW71DX,78,6.0,filler,filler,filler
A90JBLDKW71DX,68,6.0,filler,filler,filler
A90JBLDKW71DX,3,1.0,talking,DC,INT
A90JBLDKW71DX,4,1.0,encouraging,DM,TRA
A90JBLDKW71DX,7,3.0,thanking,DM,INT
A90JBLDKW71DX,6,3.0,poking,PC,INT
A90JBLDKW71DX,73,2.0,filler,filler,filler
A90JBLDKW71DX,5,2.0,recognizing,DM,INT
A90JBLDKW71DX,75,3.0,filler,filler,filler
A1O3ABR69LGPIE,6,3.0,supporting,DM,TRA
A1O3ABR69LGPIE,66,5.0,filler,filler,filler
A1O3ABR69LGPIE,2,1.0,lecturing,DC,TRA
A1O3ABR69LGPIE,76,5.0,filler,filler,filler
A1O3ABR69LGPIE,5,1.0,cuddling,PC,TRA
A1O3ABR69LGPIE,82,3.0,filler,filler,filler
A1O3ABR69LGPIE,70,1.0,filler,filler,filler
A1O3ABR69LGPIE,85,6.0,filler,filler,filler
A1O3ABR69LGPIE,71,3.0,filler,filler,filler
A1O3ABR69LGPIE,3,1.0,assuring,DM,INT
A1O3ABR69LGPIE,1,1.0,scolding,DC,INT
A1O3ABR69LGPIE,61,6.0,filler,filler,filler
A1O3ABR69LGPIE,5,1.0,presenting,DC,INT
A1O3ABR69LGPIE,87,5.0,filler,filler,filler
